 name:     cobalt                                                 Feff 8.10
 formula:  Co
 sites:    Co1
 refer1:   Kittel, ISSP
 refer2:
 schoen:
 notes1:   metal, hexagonal close packed (hcp)
 Abs   Z=27 Rmt= 1.331 Rnm= 1.367 K  shell
 Pot 1 Z=27 Rmt= 1.340 Rnm= 1.378
 Gam_ch=1.436E+00 H-L exch
 Mu=-5.188E+00 kf=2.078E+00 Vint=-2.163E+01 Rs_int= 1.746
 S02   .949                                        Global sig2   .00000
 Curved wave amplitude ratio filter   4.000%
    19.0500    1.058504E-02  1.148660E-02  7.736786E+01
    19.1000    8.927502E-03  1.159923E-02  7.766150E+01
    19.1500    6.334131E-03  1.160048E-02  7.796221E+01
    19.2000    3.069450E-03  1.147806E-02  7.826910E+01
    19.2500   -4.673586E-04  1.122323E-02  7.858147E+01
    19.3000   -3.804424E-03  1.083066E-02  7.889874E+01
    19.3500   -6.480881E-03  1.029832E-02  7.922049E+01
    19.4000   -8.135555E-03  9.627321E-03  7.954647E+01
    19.4500   -8.581439E-03  8.821770E-03  7.987666E+01
    19.5000   -7.848632E-03  7.888596E-03  8.021131E+01
